timestamp,temperature, humidity, token
2025-11-18 16:09:26,,20.0,ITv4aK2F78
2025-11-18 16:10:25,26.9,,ITv4aK2F78
2025-11-18 16:10:26,,21.0,ITv4aK2F78
2025-11-18 16:11:25,26.9,,ITv4aK2F78
2025-11-18 16:11:26,,20.0,ITv4aK2F78
2025-11-18 16:12:26,26.9,,ITv4aK2F78
2025-11-18 16:12:26,,20.0,ITv4aK2F78
2025-11-18 16:13:26,26.8,,ITv4aK2F78
2025-11-18 16:13:26,,20.0,ITv4aK2F78
2025-11-18 16:14:26,26.7,,ITv4aK2F78
2025-11-18 16:14:27,,21.0,ITv4aK2F78
2025-11-18 16:15:26,26.7,,ITv4aK2F78
2025-11-18 16:15:26,,21.0,ITv4aK2F78
2025-11-18 16:16:26,26.8,,ITv4aK2F78
2025-11-18 16:16:26,,21.0,ITv4aK2F78
2025-11-18 16:17:26,26.8,,ITv4aK2F78
2025-11-18 16:17:26,,20.0,ITv4aK2F78
2025-11-18 16:18:26,26.7,,ITv4aK2F78
2025-11-18 16:18:27,,20.0,ITv4aK2F78
2025-11-18 16:19:26,26.6,,ITv4aK2F78
2025-11-18 16:19:26,,21.0,ITv4aK2F78
2025-11-18 16:20:26,26.7,,ITv4aK2F78
2025-11-18 16:20:28,,21.0,ITv4aK2F78
2025-11-18 16:21:25,26.7,,ITv4aK2F78
2025-11-18 16:21:26,,21.0,ITv4aK2F78
2025-11-18 16:22:25,26.6,,ITv4aK2F78
2025-11-18 16:22:26,,21.0,ITv4aK2F78
2025-11-18 16:23:25,26.6,,ITv4aK2F78
2025-11-18 16:23:26,,21.0,ITv4aK2F78
2025-11-18 16:24:25,26.5,,ITv4aK2F78
2025-11-18 16:24:26,,21.0,ITv4aK2F78
2025-11-18 16:25:25,26.5,,ITv4aK2F78
2025-11-18 16:25:26,,21.0,ITv4aK2F78
2025-11-18 16:26:26,26.4,,ITv4aK2F78
2025-11-18 16:26:26,,21.0,ITv4aK2F78
2025-11-18 16:27:26,26.4,,ITv4aK2F78
2025-11-18 16:27:26,,21.0,ITv4aK2F78
2025-11-18 16:28:26,26.4,,ITv4aK2F78
2025-11-18 16:28:26,,21.0,ITv4aK2F78
2025-11-18 16:29:26,26.3,,ITv4aK2F78
2025-11-18 16:29:26,,21.0,ITv4aK2F78
2025-11-18 16:30:25,26.4,,ITv4aK2F78
2025-11-18 16:30:26,,21.0,ITv4aK2F78
2025-11-18 16:31:25,26.4,,ITv4aK2F78
2025-11-18 16:31:26,,21.0,ITv4aK2F78
2025-11-18 16:32:26,26.4,,ITv4aK2F78
2025-11-18 16:32:26,,21.0,ITv4aK2F78
2025-11-18 16:33:25,26.6,,ITv4aK2F78
2025-11-18 16:33:26,,21.0,ITv4aK2F78
2025-11-18 16:34:25,26.7,,ITv4aK2F78
2025-11-18 16:34:26,,21.0,ITv4aK2F78
2025-11-18 16:35:25,26.6,,ITv4aK2F78
2025-11-18 16:35:26,,21.0,ITv4aK2F78
2025-11-18 16:36:26,26.6,,ITv4aK2F78
2025-11-18 16:36:26,,21.0,ITv4aK2F78
2025-11-18 16:37:26,26.6,,ITv4aK2F78
2025-11-18 16:37:26,,21.0,ITv4aK2F78
2025-11-18 16:38:26,26.5,,ITv4aK2F78
2025-11-18 16:38:26,,21.0,ITv4aK2F78
2025-11-18 16:39:25,26.5,,ITv4aK2F78
2025-11-18 16:39:26,,21.0,ITv4aK2F78
2025-11-18 16:40:26,26.6,,ITv4aK2F78
2025-11-18 16:40:26,,21.0,ITv4aK2F78
2025-11-18 16:41:25,26.6,,ITv4aK2F78
2025-11-18 16:41:26,,21.0,ITv4aK2F78
2025-11-18 16:42:26,26.7,,ITv4aK2F78
2025-11-18 16:42:26,,21.0,ITv4aK2F78
2025-11-18 16:43:25,26.7,,ITv4aK2F78
2025-11-18 16:43:26,,21.0,ITv4aK2F78
2025-11-18 16:44:26,26.7,,ITv4aK2F78
2025-11-18 16:44:26,,21.0,ITv4aK2F78
2025-11-18 16:45:25,26.6,,ITv4aK2F78
2025-11-18 16:45:26,,21.0,ITv4aK2F78
2025-11-18 16:46:25,26.4,,ITv4aK2F78
2025-11-18 16:46:26,,21.0,ITv4aK2F78
2025-11-18 16:47:26,26.4,,ITv4aK2F78
2025-11-18 16:47:29,,20.0,ITv4aK2F78
2025-11-18 16:48:26,26.4,,ITv4aK2F78
2025-11-18 16:48:26,,21.0,ITv4aK2F78
2025-11-18 16:49:25,26.4,,ITv4aK2F78
2025-11-18 16:49:26,,21.0,ITv4aK2F78
2025-11-18 16:50:25,26.4,,ITv4aK2F78
2025-11-18 16:50:26,,21.0,ITv4aK2F78
2025-11-18 16:51:26,26.4,,ITv4aK2F78
2025-11-18 16:51:26,,21.0,ITv4aK2F78
2025-11-18 16:52:25,26.5,,ITv4aK2F78
2025-11-18 16:52:26,,21.0,ITv4aK2F78
2025-11-18 16:57:13,100.0,,000000
2025-11-19 08:55:11,100.0,,000000
2025-11-19 09:00:56,100.0,,000000
2025-11-19 09:01:42,,100.0,000000
2025-11-19 09:03:32,,100.0,000000
2025-11-19 11:36:48,,100.0,000001
2025-11-19 11:43:04,,100.0,000001
2025-11-19 11:43:36,100.0,,000001
2025-11-19 11:51:40,100.0,,000001
2025-11-19 11:53:02,1909202.0,,000001
2025-11-19 11:54:13,19092829829829.0,,000001
2025-11-19 13:35:39,19092829829829.0,,000000
2025-11-19 13:35:46,19092.0,,000000*
2025-11-19 15:04:54,19092.0,,000001
2025-12-01 18:12:10,19092.0,,000000
2025-12-01 18:12:35,19092.0,,000033
2025-12-01 18:12:53,19092.0,,ITv4aK2F78
2025-12-02 10:49:51,,19.0,ITv4aK2F78
2025-12-02 10:49:57,19.0,,ITv4aK2F78
2025-12-02 10:51:20,19.0,,0000000
2025-12-02 10:52:42,19.0,,0000000
2025-12-02 10:53:06,19.0,,123456
2025-12-02 10:58:14,19.0,,123456
2025-12-02 11:00:46,19.0,,123456
2025-12-02 11:00:58,19.0,,0000000
2025-12-02 11:00:59,19.0,,0000000
2025-12-02 11:02:33,19.0,,0000000
2025-12-02 11:04:06,40.0,,020022
2025-12-02 11:09:07,40.0,,020022
2025-12-02 11:12:28,40.0,,02020
2025-12-02 11:15:21,,40.0,02020
2025-12-02 11:16:52,,40.0,02020
2025-12-02 11:17:02,,40.0,020200
2025-12-02 11:17:16,,70.0,020200
2025-12-02 11:17:59,70.0,,020200
2025-12-02 11:23:00,70.0,temperature,020200
2025-12-02 11:23:22,70.0,humidity,020200
2025-12-02 11:25:27,70.0,humidity,020200
2025-12-02 11:25:32,70.0,humidity,020200
2025-12-02 11:25:32,70.0,humidity,020200
2025-12-02 11:25:40,70.0,temperature,020200
2025-12-02 11:33:32,70.0,temperature,020200
2025-12-02 11:33:43,70.0,humidity,020200
2025-12-02 11:34:01,40.0,humidity,020200
2025-12-02 11:34:07,42.0,temperature,020200
2025-12-02 11:34:52,100.0,humidity,020200
2025-12-02 11:40:53,100.0,humidity,020200
2025-12-02 11:45:09,100.0,humidity,020200
2025-12-02 11:45:22,100.0,humidity,020200
2025-12-02 11:52:08,100.0,humidity,020200
2025-12-02 12:00:37,100.0,humidity,020200
2025-12-02 12:00:45,100.0,temperature,020200
2025-12-02 12:51:51,100.0,temperature,020200
2025-12-02 12:54:21,100.0,temperature,020200
2025-12-02 17:10:11,100.0,temperature,020200
2025-12-02 17:10:31,40.0,humidity,020200
2025-12-02 17:21:23,40.0,humidity,ITv4aK2F78
2025-12-02 17:21:42,40.0,temperature,ITv4aK2F78
2025-12-02 17:21:52,50.0,temperature,ITv4aK2F78
2025-12-02 17:38:01,100000000000000.0,temperature,ITv4aK2F78
2025-12-02 17:42:08,100000000000000.0,temperature,020200
2025-12-02 17:49:23,40.0,temperature,020200
2025-12-02 17:49:31,80.0,temperature,ITv4aK2F78
2025-12-02 17:50:08,40.0,temperature,020200
2025-12-03 09:58:09,25.3,temperature,ITv4aK2F78
2025-12-03 09:58:10,55.0,humidity,ITv4aK2F78
2025-12-03 09:59:09,25.3,temperature,ITv4aK2F78
2025-12-03 09:59:09,55.0,humidity,ITv4aK2F78
2025-12-03 10:00:09,25.3,temperature,ITv4aK2F78
2025-12-03 10:00:09,55.0,humidity,ITv4aK2F78
2025-12-03 10:00:55,25.3,temperature,ITv4aK2F78
2025-12-03 10:00:55,55.0,humidity,ITv4aK2F78
2025-12-03 10:01:53,25.3,temperature,ITv4aK2F78
2025-12-03 10:01:54,55.0,humidity,ITv4aK2F78
2025-12-03 11:24:26,25.8,temperature,tOfBCJTDH6
2025-12-03 11:24:26,50.0,humidity,tOfBCJTDH6
2025-12-03 11:24:34,25.8,temperature,tOfBCJTDH6
2025-12-03 11:24:34,50.0,humidity,tOfBCJTDH6
2025-12-03 11:25:22,25.9,temperature,tOfBCJTDH6
2025-12-03 11:25:22,51.0,humidity,tOfBCJTDH6
2025-12-03 11:25:26,25.9,temperature,tOfBCJTDH6
2025-12-03 11:25:26,51.0,humidity,tOfBCJTDH6
2025-12-03 11:25:45,25.9,temperature,qz3qIJF8xm
2025-12-03 11:25:45,51.0,humidity,qz3qIJF8xm
2025-12-03 11:25:58,25.9,temperature,qz3qIJF8xm
2025-12-03 11:25:58,51.0,humidity,qz3qIJF8xm
2025-12-03 11:26:47,26.0,temperature,qz3qIJF8xm
2025-12-03 11:26:48,52.0,humidity,qz3qIJF8xm
2025-12-03 11:26:52,26.1,temperature,qz3qIJF8xm
2025-12-03 11:26:52,51.0,humidity,qz3qIJF8xm
2025-12-03 11:27:41,26.1,temperature,qz3qIJF8xm
2025-12-03 11:27:41,51.0,humidity,qz3qIJF8xm
2025-12-03 11:27:59,26.1,temperature,qz3qIJF8xm
2025-12-03 11:27:59,51.0,humidity,qz3qIJF8xm
2025-12-03 11:28:50,26.1,temperature,qz3qIJF8xm
2025-12-03 11:28:51,51.0,humidity,qz3qIJF8xm
2025-12-03 11:29:49,26.0,temperature,qz3qIJF8xm
2025-12-03 11:29:49,50.0,humidity,qz3qIJF8xm
2025-12-03 11:30:49,26.0,temperature,qz3qIJF8xm
2025-12-03 11:30:49,49.0,humidity,qz3qIJF8xm
2025-12-03 11:31:49,25.9,temperature,qz3qIJF8xm
2025-12-03 11:31:49,48.0,humidity,qz3qIJF8xm
2025-12-03 11:32:49,25.9,temperature,qz3qIJF8xm
2025-12-03 11:32:49,49.0,humidity,qz3qIJF8xm
2025-12-03 11:33:49,25.8,temperature,qz3qIJF8xm
2025-12-03 11:33:49,48.0,humidity,qz3qIJF8xm
2025-12-03 11:34:49,25.8,temperature,qz3qIJF8xm
2025-12-03 11:34:49,47.0,humidity,qz3qIJF8xm
2025-12-03 11:35:49,25.7,temperature,qz3qIJF8xm
2025-12-03 11:35:49,47.0,humidity,qz3qIJF8xm
2025-12-03 11:36:49,25.7,temperature,qz3qIJF8xm
2025-12-03 11:36:49,46.0,humidity,qz3qIJF8xm
